condition,state_id,target_name,internal_target_id,direct_or_reporter,carbon_count,mass_index,mass_isotopologue,fraction
condition1,theta1_sample_006,aKG,akg,direct,5,0,M+0,0.026784631652966059
condition1,theta1_sample_006,aKG,akg,direct,5,1,M+1,0.062927419108954261
condition1,theta1_sample_006,aKG,akg,direct,5,2,M+2,0.12628636635401075
condition1,theta1_sample_006,aKG,akg,direct,5,3,M+3,0.29333269122067934
condition1,theta1_sample_006,aKG,akg,direct,5,4,M+4,0.14884268379596061
condition1,theta1_sample_006,aKG,akg,direct,5,5,M+5,0.34182620786742812
condition1,theta1_sample_006,Succinate,succinate,direct,4,0,M+0,0.08805352073475424
condition1,theta1_sample_006,Succinate,succinate,direct,4,1,M+1,0.0038776262064967875
condition1,theta1_sample_006,Succinate,succinate,direct,4,2,M+2,0.41353217888117361
condition1,theta1_sample_006,Succinate,succinate,direct,4,3,M+3,0.0090886806791450163
condition1,theta1_sample_006,Succinate,succinate,direct,4,4,M+4,0.48544799349842993
condition1,theta1_sample_006,Fumarate,fumarate,direct,4,0,M+0,0.08805352073475424
condition1,theta1_sample_006,Fumarate,fumarate,direct,4,1,M+1,0.0038776262064967875
condition1,theta1_sample_006,Fumarate,fumarate,direct,4,2,M+2,0.41353217888117361
condition1,theta1_sample_006,Fumarate,fumarate,direct,4,3,M+3,0.0090886806791450163
condition1,theta1_sample_006,Fumarate,fumarate,direct,4,4,M+4,0.48544799349842993
condition1,theta1_sample_006,Malate,malate,direct,4,0,M+0,0.079755109266679558
condition1,theta1_sample_006,Malate,malate,direct,4,1,M+1,0.020388706942986855
condition1,theta1_sample_006,Malate,malate,direct,4,2,M+2,0.38598513025380371
condition1,theta1_sample_006,Malate,malate,direct,4,3,M+3,0.047843181596713275
condition1,theta1_sample_006,Malate,malate,direct,4,4,M+4,0.46602787193981615
condition1,theta1_sample_006,Glutamine,glutamine,direct,5,0,M+0,0.026784631652966052
condition1,theta1_sample_006,Glutamine,glutamine,direct,5,1,M+1,0.062927419108954247
condition1,theta1_sample_006,Glutamine,glutamine,direct,5,2,M+2,0.12628636635401072
condition1,theta1_sample_006,Glutamine,glutamine,direct,5,3,M+3,0.29333269122067929
condition1,theta1_sample_006,Glutamine,glutamine,direct,5,4,M+4,0.14884268379596058
condition1,theta1_sample_006,Glutamine,glutamine,direct,5,5,M+5,0.34182620786742807
condition1,theta1_sample_006,Aspartate,aspartate,reporter,4,0,M+0,0.089511430762973132
condition1,theta1_sample_006,Aspartate,aspartate,reporter,4,1,M+1,0.20516327590170438
condition1,theta1_sample_006,Aspartate,aspartate,reporter,4,2,M+2,0.0099648482389135574
condition1,theta1_sample_006,Aspartate,aspartate,reporter,4,3,M+3,0.20653475276516681
condition1,theta1_sample_006,Aspartate,aspartate,reporter,4,4,M+4,0.48882569233124185
condition1,theta1_sample_006,Glycine,glycine,reporter,2,0,M+0,0.30000000000000004
condition1,theta1_sample_006,Glycine,glycine,reporter,2,1,M+1,-0
condition1,theta1_sample_006,Glycine,glycine,reporter,2,2,M+2,0.70000000000000007
condition1,theta1_sample_006,Serine,serine,reporter,3,0,M+0,0.30000000000000004
condition1,theta1_sample_006,Serine,serine,reporter,3,1,M+1,-0
condition1,theta1_sample_006,Serine,serine,reporter,3,2,M+2,-0
condition1,theta1_sample_006,Serine,serine,reporter,3,3,M+3,0.70000000000000007
condition1,theta1_sample_007,Pyruvate,pyruvate,direct,3,0,M+0,0.29762917304325209
condition1,theta1_sample_007,Pyruvate,pyruvate,direct,3,1,M+1,0.002157122722541678
condition1,theta1_sample_007,Pyruvate,pyruvate,direct,3,2,M+2,0.0027982354251608606
condition1,theta1_sample_007,Pyruvate,pyruvate,direct,3,3,M+3,0.69741546880904581
condition1,theta1_sample_007,Alanine,alanine,reporter,3,0,M+0,0.29762917304325209
condition1,theta1_sample_007,Alanine,alanine,reporter,3,1,M+1,0.002157122722541678
condition1,theta1_sample_007,Alanine,alanine,reporter,3,2,M+2,0.0027982354251608606
condition1,theta1_sample_007,Alanine,alanine,reporter,3,3,M+3,0.69741546880904581
condition1,theta1_sample_007,Lactate,lactate,reporter,3,0,M+0,0.29762917304325209
condition1,theta1_sample_007,Lactate,lactate,reporter,3,1,M+1,0.002157122722541678
condition1,theta1_sample_007,Lactate,lactate,reporter,3,2,M+2,0.0027982354251608606
condition1,theta1_sample_007,Lactate,lactate,reporter,3,3,M+3,0.69741546880904581
condition1,theta1_sample_007,Citrate,citrate,reporter,6,0,M+0,0.026529038805681322
condition1,theta1_sample_007,Citrate,citrate,reporter,6,1,M+1,0.06086723654702958
condition1,theta1_sample_007,Citrate,citrate,reporter,6,2,M+2,0.067345901261238794
condition1,theta1_sample_007,Citrate,citrate,reporter,6,3,M+3,0.20300889925883642
condition1,theta1_sample_007,Citrate,citrate,reporter,6,4,M+4,0.15620902934319941
condition1,theta1_sample_007,Citrate,citrate,reporter,6,5,M+5,0.14566122292290337
condition1,theta1_sample_007,Citrate,citrate,reporter,6,6,M+6,0.34037867186111231
condition1,theta1_sample_007,aKG,akg,direct,5,0,M+0,0.026699357992922737
condition1,theta1_sample_007,aKG,akg,direct,5,1,M+1,0.062898276229654562
condition1,theta1_sample_007,aKG,akg,direct,5,2,M+2,0.12639934624145011
condition1,theta1_sample_007,aKG,akg,direct,5,3,M+3,0.29306986962326842
condition1,theta1_sample_007,aKG,akg,direct,5,4,M+4,0.14957232714588212
condition1,theta1_sample_007,aKG,akg,direct,5,5,M+5,0.34136082276682289
condition1,theta1_sample_007,Succinate,succinate,direct,4,0,M+0,0.087342200096551553
condition1,theta1_sample_007,Succinate,succinate,direct,4,1,M+1,0.0052859866789312284
condition1,theta1_sample_007,Succinate,succinate,direct,4,2,M+2,0.41118015115912593
condition1,theta1_sample_007,Succinate,succinate,direct,4,3,M+3,0.012412937258747873
condition1,theta1_sample_007,Succinate,succinate,direct,4,4,M+4,0.48377872480664308
condition1,theta1_sample_007,Fumarate,fumarate,direct,4,0,M+0,0.087342200096551567
condition1,theta1_sample_007,Fumarate,fumarate,direct,4,1,M+1,0.0052859866789312284
condition1,theta1_sample_007,Fumarate,fumarate,direct,4,2,M+2,0.41118015115912598
condition1,theta1_sample_007,Fumarate,fumarate,direct,4,3,M+3,0.012412937258747874
condition1,theta1_sample_007,Fumarate,fumarate,direct,4,4,M+4,0.48377872480664308
condition1,theta1_sample_007,Malate,malate,direct,4,0,M+0,0.073710792798534347
condition1,theta1_sample_007,Malate,malate,direct,4,1,M+1,0.032346424121148631
condition1,theta1_sample_007,Malate,malate,direct,4,2,M+2,0.36601196303749145
condition1,theta1_sample_007,Malate,malate,direct,4,3,M+3,0.076093630367434051
condition1,theta1_sample_007,Malate,malate,direct,4,4,M+4,0.4518371896753916
condition1,theta1_sample_007,Glutamine,glutamine,direct,5,0,M+0,0.026699357992922734
condition1,theta1_sample_007,Glutamine,glutamine,direct,5,1,M+1,0.062898276229654548
condition1,theta1_sample_007,Glutamine,glutamine,direct,5,2,M+2,0.12639934624145005
condition1,theta1_sample_007,Glutamine,glutamine,direct,5,3,M+3,0.29306986962326836
condition1,theta1_sample_007,Glutamine,glutamine,direct,5,4,M+4,0.14957232714588209
condition1,theta1_sample_007,Glutamine,glutamine,direct,5,5,M+5,0.34136082276682278
condition1,theta1_sample_007,Aspartate,aspartate,reporter,4,0,M+0,0.089086563332223812
condition1,theta1_sample_007,Aspartate,aspartate,reporter,4,1,M+1,0.20307427248188034
condition1,theta1_sample_007,Aspartate,aspartate,reporter,4,2,M+2,0.014387433584764494
condition1,theta1_sample_007,Aspartate,aspartate,reporter,4,3,M+3,0.20565606205593598
condition1,theta1_sample_007,Aspartate,aspartate,reporter,4,4,M+4,0.48779566854519618
condition1,theta1_sample_007,Glycine,glycine,reporter,2,0,M+0,0.3000000000000001
condition1,theta1_sample_007,Glycine,glycine,reporter,2,1,M+1,-0
condition1,theta1_sample_007,Glycine,glycine,reporter,2,2,M+2,0.70000000000000007
condition1,theta1_sample_007,Serine,serine,reporter,3,0,M+0,0.3000000000000001
condition1,theta1_sample_007,Serine,serine,reporter,3,1,M+1,-0
condition1,theta1_sample_007,Serine,serine,reporter,3,2,M+2,-0
condition1,theta1_sample_007,Serine,serine,reporter,3,3,M+3,0.70000000000000007
condition1,theta1_sample_008,Pyruvate,pyruvate,direct,3,0,M+0,0.2979682272336947
condition1,theta1_sample_008,Pyruvate,pyruvate,direct,3,1,M+1,0.0018643029201452855
condition1,theta1_sample_008,Pyruvate,pyruvate,direct,3,2,M+2,0.0023667124586257827
condition1,theta1_sample_008,Pyruvate,pyruvate,direct,3,3,M+3,0.69780075738753478
condition1,theta1_sample_008,Alanine,alanine,reporter,3,0,M+0,0.2979682272336947
condition1,theta1_sample_008,Alanine,alanine,reporter,3,1,M+1,0.0018643029201452855
condition1,theta1_sample_008,Alanine,alanine,reporter,3,2,M+2,0.0023667124586257827
condition1,theta1_sample_008,Alanine,alanine,reporter,3,3,M+3,0.69780075738753478
condition1,theta1_sample_008,Lactate,lactate,reporter,3,0,M+0,0.2979682272336947
condition1,theta1_sample_008,Lactate,lactate,reporter,3,1,M+1,0.0018643029201452855
condition1,theta1_sample_008,Lactate,lactate,reporter,3,2,M+2,0.0023667124586257827
condition1,theta1_sample_008,Lactate,lactate,reporter,3,3,M+3,0.69780075738753478
condition1,theta1_sample_008,Citrate,citrate,reporter,6,0,M+0,0.026584820655557118
condition1,theta1_sample_008,Citrate,citrate,reporter,6,1,M+1,0.060983232257722952
condition1,theta1_sample_008,Citrate,citrate,reporter,6,2,M+2,0.067089633504124696
condition1,theta1_sample_008,Citrate,citrate,reporter,6,3,M+3,0.20340110555673041
condition1,theta1_sample_008,Citrate,citrate,reporter,6,4,M+4,0.15576162950806335
condition1,theta1_sample_008,Citrate,citrate,reporter,6,5,M+5,0.14548980507522902
condition1,theta1_sample_008,Citrate,citrate,reporter,6,6,M+6,0.34068977344257428
condition1,theta1_sample_008,aKG,akg,direct,5,0,M+0,0.026729547207069947
condition1,theta1_sample_008,aKG,akg,direct,5,1,M+1,0.062908584263196274
condition1,theta1_sample_008,aKG,akg,direct,5,2,M+2,0.12635933891807988
condition1,theta1_sample_008,aKG,akg,direct,5,3,M+3,0.29316294786428926
condition1,theta1_sample_008,aKG,akg,direct,5,4,M+4,0.14931401442904962
condition1,theta1_sample_008,aKG,akg,direct,5,5,M+5,0.34152556731831685
condition1,theta1_sample_008,Succinate,succinate,direct,4,0,M+0,0.087496001044295585
condition1,theta1_sample_008,Succinate,succinate,direct,4,1,M+1,0.0049832875509655964
condition1,theta1_sample_008,Succinate,succinate,direct,4,2,M+2,0.41168628396157703
condition1,theta1_sample_008,Succinate,succinate,direct,4,3,M+3,0.011693565246769145
condition1,theta1_sample_008,Succinate,succinate,direct,4,4,M+4,0.48414086219639463
condition1,theta1_sample_008,Fumarate,fumarate,direct,4,0,M+0,0.087496001044295585
condition1,theta1_sample_008,Fumarate,fumarate,direct,4,1,M+1,0.0049832875509655964
condition1,theta1_sample_008,Fumarate,fumarate,direct,4,2,M+2,0.41168628396157703
condition1,theta1_sample_008,Fumarate,fumarate,direct,4,3,M+3,0.011693565246769145
condition1,theta1_sample_008,Fumarate,fumarate,direct,4,4,M+4,0.48414086219639457
condition1,theta1_sample_008,Malate,malate,direct,4,0,M+0,0.075140506758673065
condition1,theta1_sample_008,Malate,malate,direct,4,1,M+1,0.029536260927541962
condition1,theta1_sample_008,Malate,malate,direct,4,2,M+2,0.3707119899357269
condition1,theta1_sample_008,Malate,malate,direct,4,3,M+3,0.069405210311230495
condition1,theta1_sample_008,Malate,malate,direct,4,4,M+4,0.45520603206682958
condition1,theta1_sample_008,Glutamine,glutamine,direct,5,0,M+0,0.02672954720706994
condition1,theta1_sample_008,Glutamine,glutamine,direct,5,1,M+1,0.062908584263196274
condition1,theta1_sample_008,Glutamine,glutamine,direct,5,2,M+2,0.12635933891807988
condition1,theta1_sample_008,Glutamine,glutamine,direct,5,3,M+3,0.2931629478642892
condition1,theta1_sample_008,Glutamine,glutamine,direct,5,4,M+4,0.1493140144290496
condition1,theta1_sample_008,Glutamine,glutamine,direct,5,5,M+5,0.34152556731831679
condition1,theta1_sample_008,Aspartate,aspartate,reporter,4,0,M+0,0.089182727095011807
condition1,theta1_sample_008,Aspartate,aspartate,reporter,4,1,M+1,0.20343674134241177
condition1,theta1_sample_008,Aspartate,aspartate,reporter,4,2,M+2,0.013606963397965761
condition1,theta1_sample_008,Aspartate,aspartate,reporter,4,3,M+3,0.20574494079678737
condition1,theta1_sample_008,Aspartate,aspartate,reporter,4,4,M+4,0.48802862736782449
condition1,theta1_sample_008,Glycine,glycine,reporter,2,0,M+0,0.3000000000000001
condition1,theta1_sample_008,Glycine,glycine,reporter,2,1,M+1,-0
condition1,theta1_sample_008,Glycine,glycine,reporter,2,2,M+2,0.70000000000000029
condition1,theta1_sample_008,Serine,serine,reporter,3,0,M+0,0.3000000000000001
condition1,theta1_sample_008,Serine,serine,reporter,3,1,M+1,-0
condition1,theta1_sample_008,Serine,serine,reporter,3,2,M+2,-0
condition1,theta1_sample_008,Serine,serine,reporter,3,3,M+3,0.70000000000000029
condition1,theta1_sample_009,Pyruvate,pyruvate,direct,3,0,M+0,0.29908747098102106
condition1,theta1_sample_009,Pyruvate,pyruvate,direct,3,1,M+1,0.00084978028592304919
condition1,theta1_sample_009,Pyruvate,pyruvate,direct,3,2,M+2,0.0010380264850911275
condition1,theta1_sample_009,Pyruvate,pyruvate,direct,3,3,M+3,0.69902472224796508
condition1,theta1_sample_009,Alanine,alanine,reporter,3,0,M+0,0.29908747098102106
condition1,theta1_sample_009,Alanine,alanine,reporter,3,1,M+1,0.00084978028592304919
condition1,theta1_sample_009,Alanine,alanine,reporter,3,2,M+2,0.0010380264850911275
condition1,theta1_sample_009,Alanine,alanine,reporter,3,3,M+3,0.69902472224796508
condition1,theta1_sample_009,Lactate,lactate,reporter,3,0,M+0,0.29908747098102106
condition1,theta1_sample_009,Lactate,lactate,reporter,3,1,M+1,0.00084978028592304919
condition1,theta1_sample_009,Lactate,lactate,reporter,3,2,M+2,0.0010380264850911275
condition1,theta1_sample_009,Lactate,lactate,reporter,3,3,M+3,0.69902472224796508
condition1,theta1_sample_009,Citrate,citrate,reporter,6,0,M+0,0.026721827676099253
condition1,theta1_sample_009,Citrate,citrate,reporter,6,1,M+1,0.060457507516021261
condition1,theta1_sample_009,Citrate,citrate,reporter,6,2,M+2,0.06796136166153563
condition1,theta1_sample_009,Citrate,citrate,reporter,6,3,M+3,0.20181787182993294
condition1,theta1_sample_009,Citrate,citrate,reporter,6,4,M+4,0.15851102556626884
condition1,theta1_sample_009,Citrate,citrate,reporter,6,5,M+5,0.14306038309481914
condition1,theta1_sample_009,Citrate,citrate,reporter,6,6,M+6,0.34147002265532295
condition1,theta1_sample_009,aKG,akg,direct,5,0,M+0,0.026875519693935222
condition1,theta1_sample_009,aKG,akg,direct,5,1,M+1,0.062958236982925478
condition1,theta1_sample_009,aKG,akg,direct,5,2,M+2,0.12616570415970016
condition1,theta1_sample_009,aKG,akg,direct,5,3,M+3,0.29361365649594373
condition1,theta1_sample_009,aKG,akg,direct,5,4,M+4,0.14806502812763428
condition1,theta1_sample_009,aKG,akg,direct,5,5,M+5,0.3423218545398613
condition1,theta1_sample_009,Succinate,succinate,direct,4,0,M+0,0.087272493102485568
condition1,theta1_sample_009,Succinate,succinate,direct,4,1,M+1,0.0054407335426509646
condition1,theta1_sample_009,Succinate,succinate,direct,4,2,M+2,0.41092735067812208
condition1,theta1_sample_009,Succinate,succinate,direct,4,3,M+3,0.012733125605859503
condition1,theta1_sample_009,Succinate,succinate,direct,4,4,M+4,0.48362629707088095
condition1,theta1_sample_009,Fumarate,fumarate,direct,4,0,M+0,0.087272493102485568
condition1,theta1_sample_009,Fumarate,fumarate,direct,4,1,M+1,0.0054407335426509646
condition1,theta1_sample_009,Fumarate,fumarate,direct,4,2,M+2,0.41092735067812208
condition1,theta1_sample_009,Fumarate,fumarate,direct,4,3,M+3,0.012733125605859503
condition1,theta1_sample_009,Fumarate,fumarate,direct,4,4,M+4,0.48362629707088095
condition1,theta1_sample_009,Malate,malate,direct,4,0,M+0,0.077438217369925066
condition1,theta1_sample_009,Malate,malate,direct,4,1,M+1,0.025052379202497446
condition1,theta1_sample_009,Malate,malate,direct,4,2,M+2,0.37822230597661982
condition1,theta1_sample_009,Malate,malate,direct,4,3,M+3,0.058645380959566777
condition1,theta1_sample_009,Malate,malate,direct,4,4,M+4,0.46064171649139013
condition1,theta1_sample_009,Glutamine,glutamine,direct,5,0,M+0,0.026875519693935226
condition1,theta1_sample_009,Glutamine,glutamine,direct,5,1,M+1,0.062958236982925492
condition1,theta1_sample_009,Glutamine,glutamine,direct,5,2,M+2,0.12616570415970016
condition1,theta1_sample_009,Glutamine,glutamine,direct,5,3,M+3,0.29361365649594373
condition1,theta1_sample_009,Glutamine,glutamine,direct,5,4,M+4,0.14806502812763431
condition1,theta1_sample_009,Glutamine,glutamine,direct,5,5,M+5,0.3423218545398613
condition1,theta1_sample_009,Aspartate,aspartate,reporter,4,0,M+0,0.089330467632809052
condition1,theta1_sample_009,Aspartate,aspartate,reporter,4,1,M+1,0.20159117631235945
condition1,theta1_sample_009,Aspartate,aspartate,reporter,4,2,M+2,0.017244434062237184
condition1,theta1_sample_009,Aspartate,aspartate,reporter,4,3,M+3,0.20341573240721092
condition1,theta1_sample_009,Aspartate,aspartate,reporter,4,4,M+4,0.4884181895853833
condition1,theta1_sample_009,Glycine,glycine,reporter,2,0,M+0,0.30000000000000004
condition1,theta1_sample_009,Glycine,glycine,reporter,2,1,M+1,-0
condition1,theta1_sample_009,Glycine,glycine,reporter,2,2,M+2,0.70000000000000018
condition1,theta1_sample_009,Serine,serine,reporter,3,0,M+0,0.3000000000000001
condition1,theta1_sample_009,Serine,serine,reporter,3,1,M+1,-0
condition1,theta1_sample_009,Serine,serine,reporter,3,2,M+2,-0
condition1,theta1_sample_009,Serine,serine,reporter,3,3,M+3,0.70000000000000018
condition1,theta1_sample_010,Pyruvate,pyruvate,direct,3,0,M+0,0.2997540923714983
condition1,theta1_sample_010,Pyruvate,pyruvate,direct,3,1,M+1,0.00023225477498842303
condition1,theta1_sample_010,Pyruvate,pyruvate,direct,3,2,M+2,0.00027321333552825884
condition1,theta1_sample_010,Pyruvate,pyruvate,direct,3,3,M+3,0.69974043951798504
condition1,theta1_sample_010,Alanine,alanine,reporter,3,0,M+0,0.2997540923714983
condition1,theta1_sample_010,Alanine,alanine,reporter,3,1,M+1,0.00023225477498842303
condition1,theta1_sample_010,Alanine,alanine,reporter,3,2,M+2,0.00027321333552825884
condition1,theta1_sample_010,Alanine,alanine,reporter,3,3,M+3,0.69974043951798504
condition1,theta1_sample_010,Lactate,lactate,reporter,3,0,M+0,0.2997540923714983
condition1,theta1_sample_010,Lactate,lactate,reporter,3,1,M+1,0.00023225477498842303
condition1,theta1_sample_010,Lactate,lactate,reporter,3,2,M+2,0.00027321333552825884
condition1,theta1_sample_010,Lactate,lactate,reporter,3,3,M+3,0.69974043951798504
condition1,theta1_sample_010,Citrate,citrate,reporter,6,0,M+0,0.02675086718516476
condition1,theta1_sample_010,Citrate,citrate,reporter,6,1,M+1,0.059092019533976956
condition1,theta1_sample_010,Citrate,citrate,reporter,6,2,M+2,0.070491947842401093
condition1,theta1_sample_010,Citrate,citrate,reporter,6,3,M+3,0.1975167555087613
condition1,theta1_sample_010,Citrate,citrate,reporter,6,4,M+4,0.16500968844711345
condition1,theta1_sample_010,Citrate,citrate,reporter,6,5,M+5,0.13949726442901159
condition1,theta1_sample_010,Citrate,citrate,reporter,6,6,M+6,0.34164145705357085
condition1,theta1_sample_010,aKG,akg,direct,5,0,M+0,0.026939592952423267
condition1,theta1_sample_010,aKG,akg,direct,5,1,M+1,0.062979802685983688
condition1,theta1_sample_010,aKG,akg,direct,5,2,M+2,0.12608048109861159
condition1,theta1_sample_010,aKG,akg,direct,5,3,M+3,0.29381227924934022
condition1,theta1_sample_010,aKG,akg,direct,5,4,M+4,0.14751682269943317
condition1,theta1_sample_010,aKG,akg,direct,5,5,M+5,0.34267102131420774
condition1,theta1_sample_010,Succinate,succinate,direct,4,0,M+0,0.086056133398643167
condition1,theta1_sample_010,Succinate,succinate,direct,4,1,M+1,0.0078816432100717124
condition1,theta1_sample_010,Succinate,succinate,direct,4,2,M+2,0.40686189798566619
condition1,theta1_sample_010,Succinate,succinate,direct,4,3,M+3,0.018406740803878691
condition1,theta1_sample_010,Succinate,succinate,direct,4,4,M+4,0.48079358460173932
condition1,theta1_sample_010,Fumarate,fumarate,direct,4,0,M+0,0.086056133398643153
condition1,theta1_sample_010,Fumarate,fumarate,direct,4,1,M+1,0.0078816432100717124
condition1,theta1_sample_010,Fumarate,fumarate,direct,4,2,M+2,0.40686189798566619
condition1,theta1_sample_010,Fumarate,fumarate,direct,4,3,M+3,0.018406740803878691
condition1,theta1_sample_010,Fumarate,fumarate,direct,4,4,M+4,0.48079358460173927
condition1,theta1_sample_010,Malate,malate,direct,4,0,M+0,0.079150194524142167
condition1,theta1_sample_010,Malate,malate,direct,4,1,M+1,0.021682662370852659
condition1,theta1_sample_010,Malate,malate,direct,4,2,M+2,0.38385657985495758
condition1,theta1_sample_010,Malate,malate,direct,4,3,M+3,0.050638075080957065
condition1,theta1_sample_010,Malate,malate,direct,4,4,M+4,0.46467248816908957
condition1,theta1_sample_010,Glutamine,glutamine,direct,5,0,M+0,0.02693959295242326
condition1,theta1_sample_010,Glutamine,glutamine,direct,5,1,M+1,0.062979802685983674
condition1,theta1_sample_010,Glutamine,glutamine,direct,5,2,M+2,0.12608048109861156
condition1,theta1_sample_010,Glutamine,glutamine,direct,5,3,M+3,0.29381227924934017
condition1,theta1_sample_010,Glutamine,glutamine,direct,5,4,M+4,0.14751682269943314
condition1,theta1_sample_010,Glutamine,glutamine,direct,5,5,M+5,0.34267102131420768
condition1,theta1_sample_010,Aspartate,aspartate,reporter,4,0,M+0,0.089239660388036476
condition1,theta1_sample_010,Aspartate,aspartate,reporter,4,1,M+1,0.19698793807527773
condition1,theta1_sample_010,Aspartate,aspartate,reporter,4,2,M+2,0.026528736579359603
condition1,theta1_sample_010,Aspartate,aspartate,reporter,4,3,M+3,0.19902007106330186
condition1,theta1_sample_010,Aspartate,aspartate,reporter,4,4,M+4,0.48822359389402437
condition1,theta1_sample_010,Glycine,glycine,reporter,2,0,M+0,0.30000000000000004
condition1,theta1_sample_010,Glycine,glycine,reporter,2,1,M+1,-0
condition1,theta1_sample_010,Glycine,glycine,reporter,2,2,M+2,0.69999999999999996
condition1,theta1_sample_010,Serine,serine,reporter,3,0,M+0,0.30000000000000004
condition1,theta1_sample_010,Serine,serine,reporter,3,1,M+1,-0
condition1,theta1_sample_010,Serine,serine,reporter,3,2,M+2,-0
condition1,theta1_sample_010,Serine,serine,reporter,3,3,M+3,0.69999999999999996
condition1,theta1_sample_011,Pyruvate,pyruvate,direct,3,0,M+0,0.29895957068004186
condition1,theta1_sample_011,Pyruvate,pyruvate,direct,3,1,M+1,0.00097099510078811472
condition1,theta1_sample_011,Pyruvate,pyruvate,direct,3,2,M+2,0.0011792977582983334
condition1,theta1_sample_011,Pyruvate,pyruvate,direct,3,3,M+3,0.69889013646087195
condition1,theta1_sample_011,Alanine,alanine,reporter,3,0,M+0,0.29895957068004186
condition1,theta1_sample_011,Alanine,alanine,reporter,3,1,M+1,0.00097099510078811472
condition1,theta1_sample_011,Alanine,alanine,reporter,3,2,M+2,0.0011792977582983334
condition1,theta1_sample_011,Alanine,alanine,reporter,3,3,M+3,0.69889013646087195
condition1,theta1_sample_011,Lactate,lactate,reporter,3,0,M+0,0.29895957068004186
condition1,theta1_sample_011,Lactate,lactate,reporter,3,1,M+1,0.00097099510078811472
condition1,theta1_sample_011,Lactate,lactate,reporter,3,2,M+2,0.0011792977582983334
condition1,theta1_sample_011,Lactate,lactate,reporter,3,3,M+3,0.69889013646087195
condition1,theta1_sample_011,Citrate,citrate,reporter,6,0,M+0,0.02663537432556257
condition1,theta1_sample_011,Citrate,citrate,reporter,6,1,M+1,0.059922998917974674
condition1,theta1_sample_011,Citrate,citrate,reporter,6,2,M+2,0.068923446292393178
condition1,theta1_sample_011,Citrate,citrate,reporter,6,3,M+3,0.20022215886312489
condition1,theta1_sample_011,Citrate,citrate,reporter,6,4,M+4,0.16089815575423741
condition1,theta1_sample_011,Citrate,citrate,reporter,6,5,M+5,0.14241618618933061
condition1,theta1_sample_011,Citrate,citrate,reporter,6,6,M+6,0.34098167965737763
condition1,theta1_sample_011,aKG,akg,direct,5,0,M+0,0.026814145459285454
condition1,theta1_sample_011,aKG,akg,direct,5,1,M+1,0.062937407881619112
condition1,theta1_sample_011,aKG,akg,direct,5,2,M+2,0.1262471654494767
condition1,theta1_sample_011,aKG,akg,direct,5,3,M+3,0.29342399240100936
condition1,theta1_sample_011,aKG,akg,direct,5,4,M+4,0.14859016002664777
condition1,theta1_sample_011,aKG,akg,direct,5,5,M+5,0.34198712878196191
condition1,theta1_sample_011,Succinate,succinate,direct,4,0,M+0,0.086661406821270728
condition1,theta1_sample_011,Succinate,succinate,direct,4,1,M+1,0.0066570757167870752
condition1,theta1_sample_011,Succinate,succinate,direct,4,2,M+2,0.40889817025846498
condition1,theta1_sample_011,Succinate,succinate,direct,4,3,M+3,0.015586805047627729
condition1,theta1_sample_011,Succinate,succinate,direct,4,4,M+4,0.48219654215585106
condition1,theta1_sample_011,Fumarate,fumarate,direct,4,0,M+0,0.086661406821270728
condition1,theta1_sample_011,Fumarate,fumarate,direct,4,1,M+1,0.0066570757167870752
condition1,theta1_sample_011,Fumarate,fumarate,direct,4,2,M+2,0.40889817025846498
condition1,theta1_sample_011,Fumarate,fumarate,direct,4,3,M+3,0.015586805047627727
condition1,theta1_sample_011,Fumarate,fumarate,direct,4,4,M+4,0.48219654215585106
condition1,theta1_sample_011,Malate,malate,direct,4,0,M+0,0.077524022128154069
condition1,theta1_sample_011,Malate,malate,direct,4,1,M+1,0.024871439646080486
condition1,theta1_sample_011,Malate,malate,direct,4,2,M+2,0.37852076189066258
condition1,theta1_sample_011,Malate,malate,direct,4,3,M+3,0.058248068767818677
condition1,theta1_sample_011,Malate,malate,direct,4,4,M+4,0.46083570756728559
condition1,theta1_sample_011,Glutamine,glutamine,direct,5,0,M+0,0.026814145459285451
condition1,theta1_sample_011,Glutamine,glutamine,direct,5,1,M+1,0.062937407881619112
condition1,theta1_sample_011,Glutamine,glutamine,direct,5,2,M+2,0.12624716544947664
condition1,theta1_sample_011,Glutamine,glutamine,direct,5,3,M+3,0.2934239924010093
condition1,theta1_sample_011,Glutamine,glutamine,direct,5,4,M+4,0.14859016002664771
condition1,theta1_sample_011,Glutamine,glutamine,direct,5,5,M+5,0.3419871287819618
condition1,theta1_sample_011,Aspartate,aspartate,reporter,4,0,M+0,0.089078049805733528
condition1,theta1_sample_011,Aspartate,aspartate,reporter,4,1,M+1,0.1998146841974163
condition1,theta1_sample_011,Aspartate,aspartate,reporter,4,2,M+2,0.020941916390085889
condition1,theta1_sample_011,Aspartate,aspartate,reporter,4,3,M+3,0.20235991540464598
condition1,theta1_sample_011,Aspartate,aspartate,reporter,4,4,M+4,0.48780543420211897
condition1,theta1_sample_011,Glycine,glycine,reporter,2,0,M+0,0.29999999999999999
condition1,theta1_sample_011,Glycine,glycine,reporter,2,1,M+1,-0
condition1,theta1_sample_011,Glycine,glycine,reporter,2,2,M+2,0.70000000000000007
condition1,theta1_sample_011,Serine,serine,reporter,3,0,M+0,0.29999999999999999
condition1,theta1_sample_011,Serine,serine,reporter,3,1,M+1,-0
